,Temp_OXid,ppm,Pressure,Oxid_time,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,temp_softbake,pr_thickness,Wavelength,exp_time,lense,Thin F4,Temp_Etching,Source_Power,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,flux_rate1,flux_rate2,flux_rate3,flux_rate4,target_bool,type_dry,type_wet,Vapor_H2O,Vapor_O2
18,1017.2931115,35.44,0.203,157,13.286,15.074000000000002,19.991,202.801,90.001,91.503,1.989056810780208,365,38844.76,0.709400430304809,227.0,69.832,51.609,5.999994e+17,32409.504,106.244,899.0,154,2910166666666666.5,9138278571428572.0,-1369974375000000.0,828805000000000.0,0,0,1,1,0
19,1037.4383761,36.74,0.205,147,15.243,14.939,20.002,202.168,90.001,90.706,1.9941737050687025,436,47943.868,0.8162547014211444,185.0,71.60600000000002,51.027,6.000006e+17,32922.767,104.804,923.0,152,2689248000000000.0,2365695857142857.0,140205312500000.0,823683055555555.5,0,1,0,0,1
20,1000.0636738,25.53,0.203,56,16.26,14.995,19.999,200.039,90.0,90.313,1.8900126165531128,436,47766.852,0.8727715300325487,660.0,71.068,50.653,6.00001e+17,30786.77,101.334,920.0,154,149701333333333.34,2859704428571428.5,257342187500000.0,830015833333333.4,1,1,0,0,1
21,1080.0859934,42.37,0.212,84,14.621,15.052,19.999,202.913,90.0,91.22,1.9415923156269108,436,47087.564000000006,0.8113303398469265,394.0,69.362,51.252,5.999988e+17,30857.277,101.933,897.0,154,4384429066666666.5,3118742857142857.0,-185920000000000.0,833068611111111.1,0,1,0,0,1
22,1068.5066433,31.47,0.212,117,16.852,15.041,20.003,197.898,90.001,90.621,1.9124451397450144,365,39913.115,0.6857357568925837,423.0,72.506,50.769,5.99999e+17,32295.6,100.745,884.0,155,618859666666666.6,1.0841799571428572e+16,-1523953750000000.0,826703333333333.4,0,1,0,0,1
23,1067.2373343,37.17,0.205,137,17.92,14.929,20.0,200.741,90.001,90.441,1.9536509437953549,436,47138.575999999994,0.8468930098305631,355.0,71.744,50.93600000000001,5.999966e+17,31614.158,104.38,917.0,155,1190519266666666.8,8926349142857142.0,-1140929375000000.0,831468333333333.4,0,0,1,0,1
24,1035.3569135,35.36,0.21,125,20.149,14.995,19.994,200.56,90.001,91.096,1.93328021901962,405,45069.615,0.8195626570828427,358.0,71.199,51.44600000000001,5.999993e+17,30534.747000000007,100.517,915.0,156,3761887666666666.5,1.2311344285714286e+16,-2161695625000000.0,831666666666666.6,0,0,1,1,0
25,1104.1297388,39.02,0.206,204,17.655,15.036,20.005,198.828,90.0,90.377,1.8635694531076807,436,46343.748,0.8178501420920832,210.0,71.553,50.168,6.000002e+17,32268.828,102.998,898.0,159,4075296000000000.0,5107595714285714.0,-625592812500000.0,833149444444444.5,0,0,1,0,1
26,956.15690801,33.41,0.218,144,19.821,14.96,19.998,198.925,90.001,88.887,2.014322101296796,405,44360.46000000001,0.7803829078801332,353.0,69.65,51.216,6.00001e+17,31093.054,101.814,903.0,156,374044000000000.0,1.0459232e+16,-1412070312500000.0,828872222222222.2,0,1,0,1,0
27,1058.8279727,32.41,0.209,114,16.921,15.102,19.995,198.225,90.0,90.515,1.9976567237299967,405,43253.19,0.8565029723825375,402.0,70.34100000000001,51.052,6.000007e+17,31490.992,105.795,890.0,154,2875108100000000.0,402860428571428.56,560852187500000.0,833731111111111.1,0,1,0,0,1
28,1240.2895471,37.48,0.204,106,13.908,14.999,19.995,199.62,89.999,89.336,1.8729580704064763,405,44296.065,0.7577812912218989,288.0,71.972,52.479,6.00002e+17,32725.266,103.911,911.0,156,2787298000000000.0,6581485142857143.0,-794620000000000.0,829906944444444.5,0,1,0,1,0
29,1097.0083322,32.84,0.206,165,14.435,15.059,20.0,199.343,90.0,92.718,2.0008816250591623,365,39079.82,0.6739203887689783,475.0,71.44800000000002,51.337,5.999989e+17,31538.328,103.924,896.0,152,1843460133333332.8,1.0765439428571428e+16,-1611436875000000.0,831869166666666.6,0,1,0,1,0
30,1133.0169904000004,32.35,0.201,174,13.612,14.976,19.998,200.716,90.0,92.045,1.8850419380203975,436,46730.044,0.8038674135012851,124.0,71.456,50.466,5.999975e+17,31998.259,100.411,920.0,154,2444201000000000.0,7711161714285714.0,-1034469687500000.0,833440833333333.4,0,0,1,0,1
31,1023.1211623,37.89,0.204,75,14.795,15.077,20.005,197.232,89.999,91.009,1.9616973053109623,436,47253.68,0.8534009790623158,479.0,71.025,50.813,5.99998e+17,31811.636,103.273,923.0,154,2554697533333333.0,7802638000000000.0,-1039311875000000.0,833425555555555.5,0,1,0,1,0
32,1101.3963879,31.7,0.21,167,17.679000000000006,15.047,19.998,195.711,90.001,90.552,2.033623040363642,365,38784.9,0.7044237813468582,395.0,71.306,51.81399999999999,6.000007e+17,32124.08,104.34,900.0,157,5176553333333333.0,3185291428571428.5,-282603125000000.0,829879722222222.2,0,1,0,1,0
33,1159.8601675999996,30.63,0.202,151,18.779,14.938,19.997,205.521,90.001,94.494,1.924893887568094,436,48396.435999999994,0.8053016926111725,387.0,71.297,50.787,5.999996e+17,30891.41,100.362,910.0,154,6060923166666667.0,5293585714285714.0,-820810625000000.0,838220277777777.8,0,1,0,1,0
34,1041.0096056,35.88,0.221,113,17.805,15.024,19.998,193.229,90.001,92.963,1.841144322524611,365,39336.05,0.7016734431019734,304.0,70.839,50.837,5.999988e+17,31517.072,105.868,885.0,153,3172080266666666.5,1.1298494285714286e+16,-1856389687500000.0,829741666666666.6,0,1,0,0,1
35,1131.7743177999996,42.9,0.199,64,13.068,14.989,20.0,200.843,90.001,92.554,1.9888672772184972,436,47121.57200000001,0.87927334914412,484.0,69.835,52.027,5.999997e+17,31790.504,100.638,867.0,150,3939053333333333.5,9537610000000000.0,-1561476875000000.0,832370277777777.8,0,1,0,0,1
36,1011.580452,27.08,0.2,113,17.634,14.914,19.998,197.875,90.0,94.745,1.875573599850208,436,47476.475999999995,0.7975386056244763,147.0,70.848,51.578,5.999991e+17,32067.825,102.656,901.0,154,2531751666666666.5,7512485428571429.0,-961154687500000.0,831184722222222.2,0,0,1,0,1
37,1096.8907283,39.28,0.193,147,15.585,14.848,20.001,204.07,90.001,89.54799999999999,1.886687579964495,405,43273.44,0.8082848196127816,543.0,70.915,51.108,5.999987e+17,31126.867,105.072,893.0,158,4500778666666666.5,6136165714285714.0,-868218750000000.0,830783333333333.4,0,1,0,1,0
38,910.96412051,29.1,0.215,128,19.247,14.934,19.994,201.96400000000003,90.0,92.897,1.9052947373480371,365,39696.305,0.6766765356386065,620.0,69.914,51.379,6.000005e+17,31104.203,102.618,923.0,157,3400043666666666.5,-2609070000000000.0,1152314375000000.0,834915277777777.8,0,0,1,1,0
39,1167.0115997,27.49,0.201,68,15.3,15.023,20.001,200.642,89.999,90.439,1.987772873401328,365,39390.07,0.7252597025839115,404.0,70.941,51.727,6e+17,32566.66,99.988,887.0,155,3722422333333333.5,4683817142857143.0,-463467500000000.0,826805833333333.4,0,1,0,0,1
40,1031.0640614,34.11,0.205,129,14.855,15.019,20.003,198.568,90.001,93.896,1.955415441080065,436,46807.21599999999,0.7916721896091209,389.0,71.774,51.297,6.000002e+17,32521.877,99.525,892.0,153,2373514000000000.0,7950302000000000.0,-1052693750000000.0,829980000000000.0,0,1,0,1,0
41,1180.3394847000004,37.93,0.212,179,15.425,14.776,20.0,196.989,90.0,92.294,1.9203057632270304,365,39082.01,0.7164561136279768,228.0,69.947,51.177,5.999998e+17,31358.645,105.044,899.0,152,782064000000000.0,5598986571428571.0,-398916250000000.0,830332777777777.8,0,1,0,1,0
42,1030.7636619999996,33.82,0.213,55,15.302,15.033,20.001,201.671,90.0,93.479,1.9485252448438897,365,40110.58,0.6802695731261834,480.0,71.607,50.932,6.000001e+17,31818.475,102.605,920.0,152,55049000000000.0,5475585428571429.0,-295366250000000.0,830504166666666.6,0,0,1,0,1
43,1154.1069836,33.08,0.205,121,19.33,14.895,19.999,200.472,90.0,92.399,1.8218292430443608,436,47243.65200000001,0.8447402326910595,324.0,71.176,52.269,5.999979e+17,31391.261,106.14,911.0,159,2571269000000000.0,6800347428571429.0,-840227500000000.0,830057500000000.0,0,0,1,1,0
44,984.80973869,35.14,0.21,125,14.202,15.039,20.003,195.62,90.001,91.181,1.9376305619076064,365,39444.455,0.6749609817076329,208.0,70.758,51.79600000000001,6.000005e+17,32378.318,104.608,900.0,150,5202496600000000.0,6151184285714286.0,-911563750000000.0,830240555555555.5,0,1,0,1,0
45,1141.7084381,25.2,0.195,186,15.979,14.981,20.001,204.061,89.999,93.341,1.9521871232882797,365,39375.47,0.6554268444878601,419.0,70.973,51.77,5.999986e+17,31655.809,106.163,892.0,151,5754662000000000.0,6531781428571429.0,-1062227187500000.0,832187777777777.8,0,1,0,1,0
46,1183.7236397,32.31,0.225,178,15.467,15.167,19.999,201.84,89.999,92.275,1.9533406921317267,405,43961.13000000001,0.7594139199633981,481.0,71.04899999999998,51.212,6.000003e+17,31475.03,104.423,867.0,155,2565090333333333.0,430613428571428.56,565990937500000.0,832088055555555.5,0,0,1,1,0
47,1226.0236301,31.05,0.202,135,16.292,14.955,20.003,203.373,90.0,92.602,1.875072509034428,436,47567.164000000004,0.8411126608676193,319.0,70.119,51.77,5.999988e+17,32535.703,100.868,894.0,153,4116429666666666.5,5508584285714286.0,-680656875000000.0,829599722222222.2,0,1,0,0,1
48,1189.4704098,44.4,0.21,91,15.389,14.924,20.003,199.778,89.999,90.014,1.979586986315988,405,43505.50500000001,0.7923093175575745,411.0,72.115,50.716,5.999993e+17,30855.391,104.158,891.0,151,2348191866666666.5,9203476428571428.0,-1318515937500000.0,834266666666666.6,0,1,0,0,1
49,1080.2135215,32.52,0.193,90,15.637,15.084,19.999,203.21,89.999,91.947,1.9590196668013813,405,43796.295,0.7572910297475137,339.0,70.245,50.29,6.000008e+17,31108.4,102.193,871.0,159,1886129000000000.0,1399138428571428.5,405930312500000.0,832607222222222.2,0,1,0,1,0
50,1139.6899982999996,37.34,0.205,86,15.27,15.1,19.999,197.99400000000003,90.0,91.942,1.9802156394066688,365,39511.25,0.7298525697809042,237.0,70.437,50.087,5.999992e+17,31638.792,105.637,920.0,157,3567695200000000.0,1.222029e+16,-2103090625000000.0,835381388888888.9,0,1,0,0,1
51,1070.5742384,35.21,0.21,56,15.085,14.983,20.003,200.863,90.00200000000002,94.751,1.8508245293883965,365,39909.1,0.7142200228159055,272.0,70.888,51.091,6.000016e+17,32033.214,103.982,905.0,152,4195213166666666.5,5895540000000000.0,-763666875000000.0,830900555555555.5,0,0,1,0,1
52,1035.6123981,39.84,0.22,126,17.717,15.013,19.99,201.966,90.0,91.712,1.933608509996401,365,39707.985,0.699075687871324,616.0,70.392,50.488,6.000018e+17,31929.509,102.576,893.0,154,2126802000000000.0,7393283428571429.0,-920955312500000.0,835062777777777.8,0,0,1,1,0
53,1162.9936157,38.4,0.212,107,19.372,14.947,19.997,198.005,90.001,92.482,1.907680039996172,436,46854.74,0.8725427215728183,387.0,72.48899999999998,51.776,6.000002e+17,32769.049,101.986,898.0,155,1887848666666666.8,9028581428571428.0,-1268444062500000.0,831937222222222.2,0,1,0,0,1
54,1136.2293796,38.47,0.203,96,13.842,14.953,20.003,199.98,90.0,93.185,1.9325431729099067,436,46449.26,0.9222243374156568,248.0,72.07600000000002,51.556,5.999998e+17,32331.242,102.757,923.0,157,1911027333333332.8,4336475571428572.0,-224337187500000.0,831908611111111.1,0,1,0,0,1
55,935.94165028,40.44,0.199,86,17.833,14.807,19.999,198.395,90.001,90.982,1.9807677016425909,436,46171.528,0.903716846442755,683.0,71.472,51.805,5.999999e+17,32326.879,102.2,901.0,154,1190961333333333.2,1.5784652571428572e+16,-2664691250000000.0,833428055555555.5,0,1,0,0,1
56,1209.6556686,31.58,0.188,64,16.232,15.09,19.999,201.909,90.001,91.422,1.9495324528058315,436,47930.788,0.8027765758633071,417.0,70.563,51.521,6.000006e+17,31066.014,103.558,897.0,151,3157771000000000.0,2218571428571428.5,128323437500000.0,827260555555555.5,0,0,1,1,0
57,1118.4842937,26.32,0.211,118,13.442,15.049,20.003,198.351,90.0,91.031,1.931092308282992,405,44211.015,0.7907993907915805,479.0,71.001,51.364,5.999994e+17,31522.953,101.965,873.0,154,2722820100000000.0,8042215428571429.0,-1085606562500000.0,831486666666666.6,1,1,0,0,1
58,1090.3479898,48.42,0.213,205,12.890999999999998,14.913,19.998,199.5,90.0,92.134,1.8969155005974487,365,39489.715,0.6711113235786229,433.0,69.26899999999999,51.915,6.00001e+17,33101.496,100.915,866.0,150,3978988000000000.0,2171382857142856.8,52750000000000.0,832770277777777.8,0,1,0,1,0
59,1130.3791394000002,29.89,0.208,105,18.777,14.959,20.002,205.983,89.999,92.043,2.0098788065523343,365,39321.085,0.6961902182413282,333.0,70.209,51.41,5.999992e+17,30821.235,103.236,895.0,157,2961558666666666.5,1.1649595714285714e+16,-1936258437500000.0,837688333333333.4,0,1,0,0,1
60,1062.0710716,36.82,0.201,160,14.91,15.116,20.007,200.051,89.999,91.804,1.9089242790842544,405,43145.460000000014,0.7963129726264958,323.0,69.944,50.735,6.000009e+17,31606.805,103.492,903.0,156,3022246333333333.0,7266710000000000.0,-981902187500000.0,832950277777777.8,0,0,1,0,1
61,1042.3674321,31.54,0.205,116,15.465,15.091,20.001,198.72,90.0,91.097,1.929154621037162,405,44099.64,0.7721742711532851,483.0,69.75,50.183,5.999995e+17,31189.123,104.163,909.0,153,3679148933333333.5,4935962857142857.0,-511859062500000.0,831284166666666.6,0,1,0,1,0
62,1003.2154946,39.23,0.196,104,15.725,15.281,19.996,200.449,89.999,91.772,1.8681097999447385,365,39127.27,0.7094059454048959,222.0,71.255,50.18899999999999,6.000002e+17,31897.149,102.736,878.0,154,1930319666666666.8,1.1137551428571428e+16,-1721394375000000.0,831780000000000.0,0,0,1,1,0
63,1094.8534410999996,38.6,0.213,241,15.632,14.885,19.994,202.281,90.001,91.215,1.95415460771886,436,46598.808,0.8539425312345149,479.0,70.109,50.147,6e+17,31251.878,101.442,878.0,157,5020945300000000.0,5280277142857143.0,-717265625000000.0,834456944444444.5,0,0,1,0,1
64,1133.5707586,38.76,0.207,209,13.804,14.921,19.996,201.43400000000003,89.999,93.44,1.9746957580543203,365,40243.075,0.7013323392988213,687.0,70.977,50.912,5.999975e+17,30703.029,101.03,899.0,153,4128946000000000.0,9526102857142858.0,-1566901562500000.0,831516388888888.9,0,0,1,0,1
65,1168.7631084,35.52,0.219,125,15.4,14.906,19.997,196.285,90.0,93.508,1.9827037849726732,365,39283.49000000001,0.7154449871807941,285.0,72.053,51.963,6.000003e+17,30325.348,103.937,912.0,157,1599975000000000.0,1.4507603142857142e+16,-2418121562500000.0,825328333333333.4,0,1,0,0,1
66,967.62313324,35.31,0.217,81,12.904000000000002,15.059,20.003,198.863,90.0,93.226,1.93851371226696,405,43928.325,0.8782810846446104,367.0,70.35300000000001,53.272,6.000006e+17,32066.425,99.938,925.0,154,1475307666666666.8,1.0691165142857142e+16,-1566425937500000.0,833928333333333.4,0,0,1,0,1
67,957.23727429,28.59,0.21,0,15.582,15.015999999999998,19.997,201.257,90.0,95.561,2.0268584463384,365,39983.56,0.7182932565054738,189.0,71.594,50.718,6.000017e+17,31988.811,98.542,881.0,155,4337413333333333.5,5304917142857143.0,-658869375000000.0,825820555555555.5,0,1,0,0,1
68,1114.9722684,30.87,0.202,156,12.78,15.05,19.999,209.521,90.001,92.89,1.9535597718785225,365,39250.275,0.6960322348736941,574.0,69.995,52.102,6.000012e+17,29985.962000000003,103.541,877.0,154,2382658333333333.0,1.5608783142857142e+16,-2736638437500000.0,834729166666666.6,0,0,1,0,1
69,1119.8133535999998,35.73,0.211,170,19.284,14.954,19.991,198.731,90.0,92.973,1.8285388901254025,365,39686.45,0.7306122530680711,309.0,71.335,50.724,6.000021e+17,31431.504,103.893,893.0,155,2483639633333333.0,8634285285714286.0,-1214286250000000.0,835436666666666.6,0,0,1,0,1
70,1096.568516,31.09,0.21600000000000005,29,11.949000000000002,14.876,19.994,200.343,90.0,92.093,1.9203307077853764,365,39660.535,0.6917726437086594,146.0,71.135,50.849,6.000005e+17,32189.734,101.709,878.0,155,3771801366666666.5,2604292857142857.0,-16894687500000.0,833621666666666.6,0,0,1,0,1
71,1102.7503089000004,37.47,0.205,68,15.648,14.872,20.003,201.432,90.001,91.561,1.8987656341082857,365,39693.75,0.6687345526898701,405.0,71.021,51.179,5.99999e+17,31178.487,103.251,911.0,154,3959920633333333.5,928527142857142.8,335871250000000.0,832078333333333.4,0,1,0,1,0
72,1152.8927322,31.33,0.189,81,15.602,14.847,20.003,198.228,90.0,91.76,1.9275164185840417,405,44714.43,0.7363837195559879,499.0,71.413,51.177,6e+17,31633.206,100.664,899.0,153,3716267666666666.5,9886191428571428.0,-1613469687500000.0,829640833333333.4,0,1,0,1,0
73,991.15821593,34.8,0.205,109,14.613,15.067,19.999,197.041,89.999,89.895,1.9376653990899035,436,47806.092,0.8776167471819646,169.0,70.41,51.828,5.999989e+17,31321.795,102.6,901.0,157,1606513400000000.0,9952843000000000.0,-1420531562500000.0,833107777777777.8,0,1,0,0,1
74,1090.0506655,41.2,0.206,82,16.195,15.135,20.002,198.842,90.0,89.60600000000002,1.9855408102244445,365,38572.835,0.7347435040622257,538.0,70.518,51.486,5.99999e+17,31818.941000000006,100.949,865.0,150,4684330666666667.0,1.0173625714285714e+16,-1762402500000000.0,831793055555555.5,0,1,0,0,1
75,978.47585568,39.65,0.224,136,12.336,15.124,19.999,203.693,90.001,92.11,2.0540019785339494,405,43271.01,0.7913958659824838,224.0,70.874,51.429,5.999987e+17,32229.52,103.453,904.0,158,2175810333333332.8,4248813857142857.0,-226121562500000.0,831882222222222.2,0,1,0,1,0
76,1140.0986094,37.49,0.203,166,13.594,15.12,19.995,200.312,90.00200000000002,91.121,1.9425265125075204,436,47861.46400000001,0.8431377099142167,278.0,70.992,50.959,5.999982e+17,31476.989,102.519,891.0,153,2590022333333333.0,1.2875023142857142e+16,-2161877500000000.0,829572222222222.2,0,1,0,0,1
77,1002.0818486,34.94,0.207,210,16.542,15.053,19.991,198.111,90.001,90.93,1.869137261590603,436,48010.575999999994,0.8641021067443566,278.0,71.921,51.51600000000001,5.999981e+17,31177.831,102.643,897.0,154,4543123000000000.0,2306011428571428.5,-22567500000000.0,828006666666666.6,0,0,1,1,0
78,1066.9129044,30.02,0.198,114,15.027,15.015,19.999,203.144,90.0,89.345,2.043639193393156,436,48111.292,0.8838076704775805,203.0,71.077,51.937,5.999999e+17,32328.112,101.726,868.0,153,2604621333333333.0,-336762000000000.0,731332187500000.0,835593333333333.4,0,0,1,0,1
79,1080.4253812000004,30.27,0.194,77,18.414,14.97,19.999,201.722,90.0,91.744,1.9668669680025832,436,47733.28,0.7903447425760163,394.0,69.979,51.255,5.999988e+17,31463.004,104.676,909.0,154,4819551333333333.0,7689888571428571.0,-1248411562500000.0,832831944444444.5,0,1,0,1,0
80,1000.9813188,44.38,0.215,218,15.075,15.008,19.994,200.676,90.0,91.56,1.9747393055339608,405,43908.885,0.815429127128421,395.0,72.843,51.506,6e+17,33158.675,104.022,917.0,149,3718818133333333.5,1982687142857142.8,131399687500000.0,834751111111111.1,0,1,0,0,1
81,1053.7556177,30.78,0.199,85,15.502,14.893,20.001,195.138,90.001,93.689,2.0009066252436742,405,44750.88000000001,0.8007671547062372,340.0,69.932,50.963,5.999994e+17,32300.805,104.134,888.0,154,3090787433333333.0,8906812714285714.0,-1318147187500000.0,830080000000000.0,0,1,0,1,0
82,1037.1566618,29.54,0.217,172,15.465,14.915,20.002,201.026,90.0,92.986,1.939400536673868,436,46371.21599999999,0.7770007770007771,351.0,72.414,50.93600000000001,5.999996e+17,33029.239,103.788,873.0,154,3299760000000000.0,4916100000000000.0,-483645000000000.0,836520000000000.0,0,1,0,0,1
83,1088.4305142,36.28,0.207,53,16.454,14.998,20.004,201.539,90.0,92.681,1.933648207102195,436,46764.924000000006,0.8739611688629283,39.0,72.35,50.145,6.000018e+17,31635.027,104.716,914.0,155,3807946533333333.5,8567622857142858.0,-1315820625000000.0,833913055555555.5,0,1,0,0,1
84,1115.8429467,30.79,0.205,122,15.252,15.127,19.999,197.82,90.0,92.926,1.9532264797961432,436,47014.752,0.8225763241403512,386.0,70.872,52.023,5.99999e+17,33163.807,102.964,905.0,154,2437612566666666.5,7132927000000000.0,-858751250000000.0,828975277777777.8,0,1,0,0,1
85,1042.38735,37.12,0.212,89,15.583,14.976,19.993,202.082,90.001,91.783,1.8926699460932397,365,38297.26,0.6966925238211581,298.0,71.361,51.378,6.000004e+17,31931.086,103.914,884.0,156,3173254333333333.0,9113705714285714.0,-1384321562500000.0,827926666666666.6,0,1,0,0,1
86,987.5098228,32.08,0.206,84,15.093,15.116,19.997,193.096,90.0,93.257,1.8787324579407545,436,47255.86,0.8388325605556304,110.0,70.291,51.374,5.999996e+17,30826.011,103.975,903.0,154,1305617333333333.2,5212003000000000.0,-352937812500000.0,828586111111111.1,0,0,1,1,0
87,1189.0728617,27.33,0.203,145,16.544,14.976,20.002,195.162,90.0,89.432,1.9664211935525029,436,46799.368,0.7607641142681658,308.0,71.39,51.573,5.999983e+17,30499.847,99.312,898.0,153,2810063000000000.0,4867934714285714.0,-428407187500000.0,836271388888888.9,0,1,0,1,0
88,965.95188587,34.15,0.201,143,18.276,14.928,20.003,201.99,90.0,91.804,1.9394171697409563,405,43049.07,0.7937970153232224,392.0,69.90899999999999,50.945,5.999999e+17,30703.662,101.088,880.0,155,4281193666666666.5,8446621428571429.0,-1351421562500000.0,828033611111111.1,0,1,0,0,1
